"","gID","Year","latitude","longitude","Reference","land_cover","Cmic","tmean","prec","clay","nitrogen","phh2o","sand","soc","ndvi","elev","tmean_c"
"477","10533",1997,25.73,107.58,"Piao, H.C., Liu, G.S., Wu, Y.Y., Xu, W.B., 2001, Relationships of soil microbial biomass carbon and organic carbon with environmental parameters in mountainous oils of southwest China, Biology and Fertility of Soils, 33, 347-350.","C",41.5466666666667,2893.90615367869,1456.92395711368,286.591201784777,239.886006551394,60.7890189275658,326.824951005706,299.943803746617,0.134540195376941,958.958189170347,16.2406153678692
"478","10531",1997,25.82,108.5,"Piao, H.C., Liu, G.S., Wu, Y.Y., Xu, W.B., 2001, Relationships of soil microbial biomass carbon and organic carbon with environmental parameters in mountainous oils of southwest China, Biology and Fertility of Soils, 33, 347-350.","C",36.1375,2909.15199990965,1474.61568456863,304.823260093195,223.708375991906,58.8418445859922,214.093990057848,262.153943664736,0.151222259143035,556.181328191012,17.7651999909655
"479","10530",1997,25.82,108.6,"Piao, H.C., Liu, G.S., Wu, Y.Y., Xu, W.B., 2001, Relationships of soil microbial biomass carbon and organic carbon with environmental parameters in mountainous oils of southwest China, Biology and Fertility of Soils, 33, 347-350.","C",41.0583333333333,2912.69827714558,1345.61441212717,290.39411938371,213.293041706099,59.1937196708001,208.801554162526,241.596160294984,0.149364164602993,479.796068066363,18.1198277145578
"480","10532",1997,26.07,108.72,"Piao, H.C., Liu, G.S., Wu, Y.Y., Xu, W.B., 2001, Relationships of soil microbial biomass carbon and organic carbon with environmental parameters in mountainous oils of southwest China, Biology and Fertility of Soils, 33, 347-350.","C",42.755,2900.23809316749,1335.96743445952,286.229605190368,243.726508148742,56.8397350335573,233.831274811106,270.67377212786,0.150640770906225,680.392316961584,16.8738093167487
"481","10538",1997,26.13,105.68,"Piao, H.C., Liu, G.S., Wu, Y.Y., Xu, W.B., 2001, Relationships of soil microbial biomass carbon and organic carbon with environmental parameters in mountainous oils of southwest China, Biology and Fertility of Soils, 33, 347-350.","C",17.1416666666667,2885.74433785293,1439.83086680771,408.518625147806,245.141800451261,61.682955756118,156.295246250829,272.741861779881,0.136402942705466,1253.99470859291,15.4244337852932
"482","10534",1997,26.27,108.12,"Piao, H.C., Liu, G.S., Wu, Y.Y., Xu, W.B., 2001, Relationships of soil microbial biomass carbon and organic carbon with environmental parameters in mountainous oils of southwest China, Biology and Fertility of Soils, 33, 347-350.","C",44.5,2880.93139521525,1239.01444293037,287.311238589979,270.336260536327,57.8874789445225,298.795157376189,338.309038738922,0.126686368046616,1087.60662245402,14.943139521525
"483","10537",1997,26.33,105.38,"Piao, H.C., Liu, G.S., Wu, Y.Y., Xu, W.B., 2001, Relationships of soil microbial biomass carbon and organic carbon with environmental parameters in mountainous oils of southwest China, Biology and Fertility of Soils, 33, 347-350.","C",15.4,2882.69626364861,1327.44363695367,387.784901269401,227.321848135009,59.7257583700801,170.643055566241,269.757335463612,0.130989398391962,1316.41578550685,15.1196263648613
"484","10536",1997,26.5,106.65,"Piao, H.C., Liu, G.S., Wu, Y.Y., Xu, W.B., 2001, Relationships of soil microbial biomass carbon and organic carbon with environmental parameters in mountainous oils of southwest China, Biology and Fertility of Soils, 33, 347-350.","C",29.7733333333333,2883.7894422163,1314.19138212613,306.179155749733,198.731779312028,58.9054418363285,256.069502335259,223.744687066834,0.117269118309284,1155.43197305818,15.2289442216301
"485","10535",1997,26.5,107.17,"Piao, H.C., Liu, G.S., Wu, Y.Y., Xu, W.B., 2001, Relationships of soil microbial biomass carbon and organic carbon with environmental parameters in mountainous oils of southwest China, Biology and Fertility of Soils, 33, 347-350.","C",33.0958333333333,2886.29915295295,1044.95215878499,290.255383387913,194.204179663891,59.3238021261032,316.559206547473,238.606105546877,0.144598155164513,1057.70737127758,15.4799152952953
"486","10539",1997,26.77,104.38,"Piao, H.C., Liu, G.S., Wu, Y.Y., Xu, W.B., 2001, Relationships of soil microbial biomass carbon and organic carbon with environmental parameters in mountainous oils of southwest China, Biology and Fertility of Soils, 33, 347-350.","C",25.3816666666667,2856.33376316454,1201.40344295408,329.001958920982,219.352088562166,61.7959789967127,235.47644562836,261.439965598297,0.143197155859718,1880.55722111644,12.4833763164539
"487","10540",1997,26.93,104.17,"Piao, H.C., Liu, G.S., Wu, Y.Y., Xu, W.B., 2001, Relationships of soil microbial biomass carbon and organic carbon with environmental parameters in mountainous oils of southwest China, Biology and Fertility of Soils, 33, 347-350.","C",29.24,2838.95219894652,1188.97718495301,369.513346236736,235.719413120849,62.5710533068827,220.894422879438,267.253595595351,0.131323556641911,2203.20852630005,10.7452198946517
"488","10541",1997,26.97,103.98,"Piao, H.C., Liu, G.S., Wu, Y.Y., Xu, W.B., 2001, Relationships of soil microbial biomass carbon and organic carbon with environmental parameters in mountainous oils of southwest China, Biology and Fertility of Soils, 33, 347-350.","C",27.0083333333333,2835.78422150403,1330.92507071469,353.698082482631,249.285325085598,62.1818672765677,226.405181847018,252.864431482831,0.143194852997451,2288.27357173428,10.428422150403
"489","10039",1993,65.25,28.83,"Pietikainen, Janna., Fritze, Hannu., 1995, Clear-cutting and prescribed burning in coniferous forest: comparison of effects on soil fungal and total microbial biomass, respiration activity and nitrification, Soil Biology and Biochemistry, 27(1), 101-109.","FC",441.083333333333,2735.02657776568,517.16302060544,59.0441153161178,528.589588682409,46.4017427652567,592.863934325022,1457.12214904983,0.0629154302868458,258.878338885692,0.352657776568094
"490","10608",1984,54.92,9.9,"Powlson, D.S., Brookes, P.C., Christensen, B.T., 1987, Measurement of soil microbial biomass provides an early indication of changes in total soil organic matter due to straw incorporation, Soil Biology and Biochemistry, 19(2), 159-164.","C",5.625,2814.52288285913,813.623674853905,142.103131890081,254.359517497875,62.159673402601,533.541684201982,328.896271261479,0.0813069037937606,21.6014825951416,8.30228828591316
"491","10610",1984,56.0833333333333,8.92,"Powlson, D.S., Brookes, P.C., Christensen, B.T., 1987, Measurement of soil microbial biomass provides an early indication of changes in total soil organic matter due to straw incorporation, Soil Biology and Biochemistry, 19(2), 159-164.","C",10.875,2811.97665606746,751.1959834102,54.5576637293025,227.05931594878,55.7172213445107,833.272401130611,435.930706804679,0.106333450425498,52.1948687507232,8.04766560674562
"492","11019",1991,21.37,84,"Prasad, P., Basu, S., Behera, N., 1995, A comparative account of the microbiological characteristics of soils under natural forest, grassland and cropfield from Eastern India., Plant and Soil, 175, 85-91. Hartman, W.H., 2011. Microbial phosphorus cycling and community assembly in wetland soils and beyond. Department of Environment. Duke University, Norman, North Carolina, p. 157.","C",26.0833333333333,3001.52324718288,1515.62277460849,364.198914074465,153.203647689341,67.4549117905823,258.83228098905,144.16232246393,0.244866017469713,159.99574263974,27.0023247182885
