"scenario","slope","slope_se","slope_p","folder","run_number","outslope"
"fixed_no_var",-0.00611643664073303,0.0132396575895251,0.64908260843264,"F:/patoine/derived/resampe4_outputs/resample40_pred_fixed_vars",40,-6.39213454194641
"fixed_no_var",0.019512784850322,0.057493764454239,0.737854178141579,"F:/patoine/derived/resampe4_outputs/resample41_pred_fixed_vars",41,-8.57142428865223
"fixed_no_var",0.0336411186455115,0.0415590426188108,0.427766466019602,"F:/patoine/derived/resampe4_outputs/resample42_pred_fixed_vars",42,-8.15765471850333
"fixed_no_var",0.0994366314203962,0.0738253854278087,0.193072151169764,"F:/patoine/derived/resampe4_outputs/resample43_pred_fixed_vars",43,-8.45871330083973
"fixed_no_var",-0.0395980855504136,0.0349456370506495,0.270559607351872,"F:/patoine/derived/resampe4_outputs/resample44_pred_fixed_vars",44,-9.41561586663946
"fixed_no_var",-0.0107853094563653,0.0432963754224317,0.80582050764838,"F:/patoine/derived/resampe4_outputs/resample45_pred_fixed_vars",45,-8.8054735476235
"fixed_no_var",-0.0352054164494202,0.0239783644753389,0.157598056342548,"F:/patoine/derived/resampe4_outputs/resample46_pred_fixed_vars",46,-8.69102145434866
"fixed_no_var",-0.0634193005619074,0.0541825457923572,0.255568456558473,"F:/patoine/derived/resampe4_outputs/resample47_pred_fixed_vars",47,-9.11136039313887
"fixed_no_var",-0.0778887019343873,0.0734533363489736,0.301608579078935,"F:/patoine/derived/resampe4_outputs/resample48_pred_fixed_vars",48,-9.2407331522231
"fixed_no_var",0.00799960462985231,0.0571351371602354,0.890050950721898,"F:/patoine/derived/resampe4_outputs/resample49_pred_fixed_vars",49,-9.83622109960204
"fixed_no_var",0.0105342445984397,0.0253640844388274,0.682328532570778,"F:/patoine/derived/resampe4_outputs/resample5_pred_fixed_vars",5,-1.92167522986722
"fixed_no_var",0.123324473206455,0.110626282954221,0.278159930789426,"F:/patoine/derived/resampe4_outputs/resample50_pred_fixed_vars",50,-8.21954842666551
"fixed_no_var",0.0280176254652885,0.0817754128420616,0.735461429023624,"F:/patoine/derived/resampe4_outputs/resample51_pred_fixed_vars",51,-11.4967921181918
"fixed_no_var",0.0166293628463538,0.0404072450083143,0.685050472402139,"F:/patoine/derived/resampe4_outputs/resample52_pred_fixed_vars",52,-10.0380879625376
"fixed_no_var",-0.0242886162854902,0.0215398940723778,0.272831019362738,"F:/patoine/derived/resampe4_outputs/resample53_pred_fixed_vars",53,-10.5416089670033
