"Cmic","latitude","longitude","elev","clay","nitrogen","phh2o","sand","soc","land_cover","tmean","prec","ndvi","Slope"
33.75,-35.06,138.85,334.650360754987,131.557276358866,259.94278786277,58.7987518091775,730.35037918724,549.56323918125,"G",14.4902016238781,643.985738800058,0.225353486263705,-1.706568204032
60.8333333333333,-34.86,138.62,53.211362799888,181.238908918962,195.667648895908,69.7744661278443,710.01654968089,514.749725913743,"C",16.3753901815521,534.83106897435,0.180035890843136,-1.706568204032
27.5833333333333,48.5,-79.33,281.404524731068,197.609552179527,500.430535438902,52.9599354843073,445.579555379317,496.538931147488,"FC",1.6192919606022,772.678637458,0.145378225937203,-1.706568204032
15.23333333,34.85,116.65,33,321.23,220,73.3,154.81,200,"C",15.325,782.6,0.229172915,-1.706568204032
16.7916666666667,30.23,120.15,92.3670253842439,345.509503386487,165.24876745686,58.3229021292378,192.272722318186,203.382575027851,"FT",18.1046270739455,1431.63758882391,0.110341260405828,-1.706568204032
111.4,49.25,20,1659.69183526099,195.94533996214,609.446600065968,52.5036125436712,452.445247101266,719.073932449835,"G",1.35574242786822,1111.46007559036,0.0971420849006893,-1.706568204032
19.5,-38.2,147.32,10.4982330902312,205.332633605819,453.039012369662,66.068899011129,604.819093961054,806.805444194863,"C",15.0149510440896,439.430793197014,0.165495574998538,-1.706568204032
10.0416666666667,15.69,121,75.6745759055263,390.21256738813,141.748316410942,64.919364862521,155.715473854132,178.490523754977,"C",27.069555472318,2095.16071337707,0.283085243867716,-1.706568204032
17.1666666666667,-1.55,37.23,1879.59101402703,402.296293142318,228.036289107298,58.196033961308,411.388983602052,319.332166920793,"FT",17.8533412443023,645.695651024606,0.273115430660679,-1.706568204032
23.3333333333333,30.6,-96.31,90.749669477182,190.437109016339,96.6463499692816,62.1259275018734,398.346613308339,116.21117677137,"C",19.858292763267,1225.00901113327,0.233303399811657,-1.706568204032
15.5833333333333,35,114.4,71.4579447098152,159.180133879682,59.6221490760208,83.1476653274792,324.60124680039,49.2354120416991,"C",16.0201100294489,649.406252184163,0.173660586231219,-1.706568204032
59.5833333333333,51.82,-0.35,107.097682118269,281.560908024754,676.923166532551,54.3556494868718,329.120753050961,1031.31591625576,"FB",9.56432542517501,718.761437011554,0.114466673000925,-1.706568204032
17.5,8.17,34.58,513.997177652341,265.275756212928,252.959617470985,61.1495554495262,429.540106596738,321.6179751813,"FT",25.4402771076925,1500.03493238345,0.309697602906879,-1.706568204032
77.925,55.62,37.63,164.501493786452,248.677163023177,661.644644959227,55.8672549548753,341.973728318902,779.818354086237,"C",5.74308871447971,715.675131416641,0.10016018410979,-1.706568204032
57.125,42.53,-72.19,359,99.07,646.73,47,602.77,997.94,"FB",7.5,1536.9,0.159797117,-1.706568204032
7.08333333333333,-22.68,-47,603.343153008528,368.921592583648,198.478559926954,54.1623076797209,475.184490915262,236.607503301412,"C",21.8981603545567,1365.14665840237,0.240598551686394,-1.706568204032
44.1666666666667,-12.5,-58.5,317.388246199211,140.561745165457,156.557084997446,48.2097664045563,759.164771371777,237.91039273997,"C",25.4060965030625,1966.51948828737,0.359806350258578,-1.706568204032
44.3333333333333,55.22,-1.68,73.8363158183733,233.535985769926,351.498246191736,62.3243323271897,448.188726507204,571.266703572903,"G",9.40550003056921,603.745034891836,0.139178050523373,-1.706568204032
42.125,36.05,140.13,23.7046181365891,133.185065157676,438.128332504535,57.7262527296898,532.136167637614,509.217385753856,"C",16.2948670860564,1509.90653124467,0.149853551614625,-1.706568204032
59.3333333333333,-39.33,174.18,689.264222728495,301.054631153326,610.921062372713,49.3654659762795,376.771374874918,1453.42268475181,"FT",10.6660969977133,1223.58842693292,0.310241721653715,-1.706568204032
17.9333333333333,40.2,-88.3,233.43267670738,312.22346802533,214.487717902715,62.4509099292746,92.4613174527502,233.485107081592,"C",12.1676261959834,1037.36406668012,0.188418814777673,-1.706568204032
22.0833333333333,-41.25,173.07,57.7218917226375,218.422118015994,410.569620803024,57.4185213749197,537.326077576858,1083.17183096576,"G",13.4786827954763,936.841225764451,0.228851107398431,-1.706568204032
22.8333333333333,29,119,60.7104009629237,291.426348920137,117.526661934345,59.4868776673616,267.463896914708,120.705225146108,"C",18.9292167176277,1672.74693469579,0.177257730669613,-1.706568204032
33,49.69,-112.85,859,430,233,80.7,160,205,"C",7.55000000000001,339.8,0.199286684,-1.706568204032
5.5,-33.09,119.03,320.604443075539,129.471261461563,81.8133113155723,66.201628417648,803.085614475337,155.470998899362,"G",16.8005976260949,409.997776669911,0.145819921625635,-1.706568204032
15.7,33.2,73.27,471.020837385577,247.679226058006,81.0544596418894,75.0061197071709,307.860461577681,105.446714537989,"C",21.6716402726105,837.251825220597,0.184384708214958,-1.706568204032
25.6666666666667,31.22,-81.87,20.229860391727,106.212516519419,1460.35933720002,47.9225441278172,737.547127316761,610.77070280406,"FT",19.354042606598,1031.26887661625,0.320017430613905,-1.706568204032
13.58333333,26.33,117.61,260,304.07,140,47,374.74,142,"FT",15.9583333,2143.8,0.199286684,-1.706568204032
25.5,52.15,10.33,97.474228171923,286.009702496968,198.182307565286,66.7089043833837,187.545048552815,289.012153349379,"C",8.9332221380954,630.446237238869,0.113123818118763,-1.706568204032
143.166666666667,-41.18,174.93,162.907568455085,276.140735388992,543.269582488383,53.6366884994893,454.257709634394,1633.18394143193,"G",13.5035869821868,1509.46686028275,0.242910431821804,-1.706568204032
267.083333333333,54.1,10.23,42.2690550156377,95.5946448457921,505.070457056312,51.944493526857,675.157667080508,1063.96320694428,"FB",9.33682570962958,798.61074763772,0.167030658240411,-1.706568204032
27.4375,-41.18,174.97,245.595854286993,293.763932551218,519.793621442999,50.6819802357049,417.765414947628,1490.56867245925,"FC",12.1785253661591,1487.05993825885,0.19777932239166,-1.706568204032
38.0416666666667,51.82,-0.37,126.635899907089,292.748582952478,301.577106501689,61.5511737097279,317.478635422556,382.801077437931,"C",8.89700417043343,834.234380872614,0.115196540242019,-1.706568204032
23.2083333333333,48.75,9.18,397.088900993603,275.643458652748,354.869223438508,64.1540010363942,238.372095059905,298.039824199148,"C",9.78591633469352,738.925560605779,0.161272456956224,-1.706568204032
20.8333333333333,37.98,-1.12,312.654984153142,270.864581514,177.880565095007,71.138059534562,295.949731834044,273.326773364706,"FB",17.950953301019,363.391474974352,0.184081055756429,-1.706568204032
22.925,24.05,90.35,13.32328880292,339.383224111064,113.286452922095,54.9492121560606,328.014920635236,181.463412881576,"C",25.3474185550046,1344.9409664663,0.203108144743687,-1.706568204032
