scenario,slope,slope_se,slope_p,folder,run_number,outslope
fixed_no_var,-0.252746492,0.159100465,0.127835498,F:/patoine/derived/resampe500_patoine_fjoin/resample42_pred_all_vars/resample42_all_1992.rds,42,-2.338306947
fixed_no_var,-0.410787024,0.246779693,0.111583929,F:/patoine/derived/resampe500_patoine_fjoin/resample43_pred_all_vars/resample43_all_1992.rds,43,-3.351468639
fixed_no_var,-0.267030382,0.148532985,0.087326106,F:/patoine/derived/resampe500_patoine_fjoin/resample44_pred_all_vars/resample44_all_1992.rds,44,-3.584916389
fixed_no_var,-0.191950669,0.077860781,0.022862239,F:/patoine/derived/resampe500_patoine_fjoin/resample45_pred_all_vars/resample45_all_1992.rds,45,-2.810829128
fixed_no_var,-0.186831252,0.069544485,0.014190777,F:/patoine/derived/resampe500_patoine_fjoin/resample46_pred_all_vars/resample46_all_1992.rds,46,-2.184129405
fixed_no_var,-0.176286959,0.078846766,0.036923821,F:/patoine/derived/resampe500_patoine_fjoin/resample47_pred_all_vars/resample47_all_1992.rds,47,-2.892604019
fixed_no_var,-0.28295612,0.126747464,0.037180324,F:/patoine/derived/resampe500_patoine_fjoin/resample48_pred_all_vars/resample48_all_1992.rds,48,-2.902062736
fixed_no_var,-0.218855266,0.082094535,0.014843552,F:/patoine/derived/resampe500_patoine_fjoin/resample49_pred_all_vars/resample49_all_1992.rds,49,-2.717609404
fixed_no_var,-0.206384913,0.097950466,0.047937946,F:/patoine/derived/resampe500_patoine_fjoin/resample5_pred_all_vars/resample5_all_1992.rds,5,-3.527648291
fixed_no_var,-0.055131347,0.01767341,0.005401141,F:/patoine/derived/resampe500_patoine_fjoin/resample50_pred_all_vars/resample50_all_1992.rds,50,-2.018399249
fixed_no_var,-0.362294803,0.184077539,0.06306864,F:/patoine/derived/resampe500_patoine_fjoin/resample51_pred_all_vars/resample51_all_1992.rds,51,-5.036610647
fixed_no_var,-0.326427137,0.133659979,0.024009897,F:/patoine/derived/resampe500_patoine_fjoin/resample52_pred_all_vars/resample52_all_1992.rds,52,-2.475940152
fixed_no_var,-0.272589938,0.116777525,0.030123756,F:/patoine/derived/resampe500_patoine_fjoin/resample53_pred_all_vars/resample53_all_1992.rds,53,-2.820190564
fixed_no_var,-0.275601557,0.118730099,0.030951664,F:/patoine/derived/resampe500_patoine_fjoin/resample54_pred_all_vars/resample54_all_1992.rds,54,-3.525635857
fixed_no_var,-0.078545315,0.025208728,0.005446124,F:/patoine/derived/resampe500_patoine_fjoin/resample55_pred_all_vars/resample55_all_1992.rds,55,-2.040429097
fixed_no_var,-0.324923915,0.151434615,0.04435832,F:/patoine/derived/resampe500_patoine_fjoin/resample56_pred_all_vars/resample56_all_1992.rds,56,-3.389416427
fixed_no_var,-0.124517901,0.030728651,0.000622717,F:/patoine/derived/resampe500_patoine_fjoin/resample57_pred_all_vars/resample57_all_1992.rds,57,-1.92615588
